score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1)
1,5,7,3,15,5,11,4,22,8,2,0.57,2,0,3,523,449,0.86,4,2,7,6,15,2,11,4,9,7,1,0.58,0,0,3,606,511,0.84,1,1,1,4,9,4,4,5,14,6,1,0.42,6,0,4,428,307,0.72,5,9,16,2,8,8,5,5,5,0.58,1,0,0,584,463,0.79
1,2,7,7,16,2,3,13,12,3,1,0.45,0,0,1,456,390,0.86,2,2,9,6,20,5,13,7,7,9,3,0.61,0,0,3,622,541,0.87,1,4,5,1,7,1,3,4,15,1,0,0.32,3,1,9,274,199,0.73,13,10,26,3,19,7,10,9,7,0.68,3,0,4,570,494,0.87
1,2,5,8,21,8,12,9,9,10,0,0.61,2,0,1,613,553,0.9,2,1,5,6,17,6,11,6,9,5,0,0.7,1,0,1,673,609,0.9,1,0,4,1,11,6,6,5,5,12,1,0.58,1,0,0,622,531,0.85,0,3,5,2,2,3,6,1,3,0.42,1,0,3,450,366,0.81
0,3,7,6,17,4,14,3,17,4,4,0.5,0,0,3,458,382,0.83,0,1,1,1,3,1,1,2,17,2,3,0.52,4,0,1,469,382,0.81,1,4,7,4,13,2,10,3,22,4,0,0.58,2,0,3,584,513,0.88,4,5,11,2,6,5,20,4,2,0.42,2,0,3,435,368,0.85
0,1,2,2,7,3,5,2,5,5,2,0.46,1,0,4,388,304,0.78,4,2,7,4,14,3,10,4,10,2,4,0.63,2,0,4,535,442,0.83,0,3,10,11,26,5,15,11,5,14,2,0.63,0,0,1,524,455,0.87,4,3,9,2,5,4,11,3,1,0.37,3,1,9,343,266,0.78
3,1,9,6,19,4,9,10,12,9,3,0.55,1,0,1,512,432,0.84,0,1,4,2,7,1,3,4,9,0,3,0.67,2,0,4,578,491,0.85,2,2,4,5,11,2,7,4,0,8,3,0.61,3,0,2,432,330,0.76,4,7,20,9,15,5,0,8,2,0.39,2,0,2,285,191,0.67
2,1,4,5,12,3,9,3,9,2,0,0.48,2,0,12,417,343,0.82,1,2,3,1,6,2,3,3,15,3,2,0.54,3,0,4,450,377,0.84,3,0,5,1,7,1,7,0,12,3,2,0.33,1,0,2,326,253,0.78,2,4,8,2,4,4,11,3,3,0.67,3,0,2,675,601,0.89
2,1,4,5,12,3,8,4,10,5,1,0.49,2,0,1,419,318,0.76,1,2,2,4,7,1,3,4,12,3,1,0.39,1,0,3,391,322,0.82,0,0,7,1,12,4,8,4,13,6,2,0.55,1,1,2,426,350,0.82,2,2,7,3,5,2,24,2,4,0.45,3,0,7,351,286,0.81
3,2,8,6,15,1,11,4,19,3,1,0.36,3,0,3,263,184,0.7,0,1,5,5,14,4,8,6,15,5,2,0.54,2,0,2,482,389,0.81,0,2,1,5,8,2,2,6,11,4,3,0.41,1,0,5,382,305,0.8,7,10,19,2,12,7,6,3,1,0.59,1,0,1,564,473,0.84
1,4,10,6,18,2,12,6,16,7,2,0.66,2,0,1,527,431,0.82,3,0,4,3,15,8,13,2,13,9,2,0.56,3,0,1,492,391,0.79,0,0,3,6,13,4,5,8,19,4,0,0.52,3,0,1,446,357,0.8,1,5,8,2,6,2,13,5,2,0.48,2,0,3,421,321,0.76
2,2,6,10,21,5,17,4,11,5,4,0.39,2,0,7,407,338,0.83,2,0,1,2,5,2,3,2,22,3,3,0.52,3,0,0,344,203,0.59,1,1,1,12,15,2,9,6,12,3,4,0.64,3,0,1,608,503,0.83,2,3,7,2,6,1,15,4,0,0.36,3,0,0,328,220,0.67
0,4,4,4,12,4,8,4,16,5,2,0.55,4,0,2,503,428,0.85,2,2,4,7,15,4,12,3,15,3,0,0.5,3,0,7,531,454,0.85,7,1,3,2,7,2,2,5,6,2,1,0.38,3,1,6,317,248,0.78,13,8,24,3,16,8,10,6,2,0.62,2,0,2,520,453,0.87
2,2,9,9,19,1,12,7,15,2,3,0.5,3,0,2,529,454,0.86,1,1,7,12,24,5,12,12,19,9,1,0.5,4,0,3,413,343,0.83,2,0,6,13,26,7,12,14,6,8,2,0.67,2,0,2,688,625,0.91,2,6,10,2,6,4,10,7,0,0.33,2,0,4,333,259,0.78
2,1,3,4,9,2,4,5,13,5,1,0.3,2,0,4,276,217,0.79,1,2,3,5,9,1,2,7,8,5,1,0.49,1,0,4,436,333,0.76,0,0,4,3,8,1,5,3,17,5,2,0.31,1,0,1,333,236,0.71,1,6,9,2,8,1,12,2,5,0.69,2,0,4,747,636,0.85
0,4,6,5,13,2,9,4,16,3,1,0.45,2,1,4,406,319,0.79,2,1,11,8,27,8,13,14,24,10,2,0.53,5,1,2,538,484,0.9,2,0,3,9,13,1,8,5,8,3,0,0.36,3,0,4,363,279,0.77,4,1,7,2,6,1,7,3,5,0.64,1,0,1,663,585,0.88
0,0,4,4,13,5,6,7,12,5,3,0.43,2,0,3,361,258,0.71,1,1,2,7,12,3,10,2,10,4,5,0.44,1,0,3,386,284,0.74,2,0,1,5,8,2,0,8,20,1,1,0.41,4,0,6,301,218,0.72,8,4,14,2,11,3,23,4,3,0.59,2,0,1,455,366,0.8
3,2,5,8,17,4,11,6,8,7,1,0.64,2,1,4,464,389,0.84,2,2,7,7,17,3,10,7,10,7,2,0.64,1,0,1,634,582,0.92,1,1,4,4,11,3,10,1,18,2,0,0.32,2,0,2,326,263,0.81,3,9,15,3,7,8,13,7,2,0.68,2,0,3,695,632,0.91
1,2,2,5,13,6,7,6,18,8,5,0.57,3,0,6,496,418,0.84,4,0,8,6,20,6,14,6,11,8,2,0.53,2,0,2,509,418,0.82,1,0,3,7,15,5,11,4,10,4,1,0.64,2,0,4,676,590,0.87,4,2,10,4,9,1,8,6,1,0.36,3,0,2,370,297,0.8
1,0,1,6,11,4,6,5,13,6,3,0.59,3,0,2,520,422,0.81,1,0,3,6,15,6,8,7,14,9,0,0.51,2,0,2,500,429,0.86,2,1,5,9,17,3,8,9,13,5,0,0.62,5,0,1,636,555,0.87,2,4,8,2,4,4,16,4,5,0.38,3,1,3,390,307,0.79
4,0,2,4,10,4,3,7,10,0,1,0.47,2,1,5,444,356,0.8,1,2,6,5,15,4,11,4,20,7,5,0.46,4,0,2,357,305,0.85,1,1,3,4,10,3,4,6,7,5,0,0.57,2,0,7,389,276,0.71,8,9,23,6,18,5,16,7,1,0.43,0,0,2,287,206,0.72
3,2,5,7,14,2,8,6,14,4,2,0.47,2,0,2,379,281,0.74,3,2,3,4,10,3,5,5,20,1,1,0.53,1,0,2,432,336,0.78,3,2,5,7,14,2,8,6,14,4,2,0.47,2,0,2,379,281,0.74,3,4,10,3,5,5,20,1,1,0.53,1,0,2,432,336,0.78
3,2,3,3,11,5,7,4,16,5,6,0.34,4,1,3,294,212,0.72,3,0,2,6,10,2,8,2,11,11,1,0.55,0,0,5,446,351,0.79,2,2,6,5,11,0,6,5,11,3,8,0.52,2,0,1,401,293,0.73,3,7,13,3,6,7,16,3,3,0.48,2,0,4,376,242,0.64
4,2,7,6,15,2,11,4,9,7,1,0.58,0,0,3,606,511,0.84,2,1,5,3,10,2,10,0,20,3,0,0.4,2,0,8,324,217,0.67,4,0,7,7,16,2,10,6,8,3,1,0.66,1,0,2,769,687,0.89,2,1,6,3,2,4,12,2,0,0.34,1,0,3,387,315,0.81
4,2,7,4,14,3,10,4,10,2,4,0.63,2,0,4,535,442,0.83,2,1,3,4,9,2,4,5,13,5,1,0.3,2,0,4,276,217,0.79,2,1,5,3,13,5,9,4,8,3,0,0.55,2,0,2,546,459,0.84,3,7,11,1,6,5,17,5,1,0.45,1,0,3,441,369,0.84
1,3,5,7,14,2,12,3,14,9,2,0.6,2,2,1,541,456,0.84,1,3,4,5,10,1,7,3,9,2,1,0.4,3,0,4,364,270,0.74,1,3,5,7,14,2,12,3,14,9,2,0.6,2,2,1,541,456,0.84,4,5,10,1,7,3,9,2,1,0.4,3,0,4,364,270,0.74
1,1,7,12,24,5,12,12,19,9,1,0.5,4,0,3,413,343,0.83,4,0,2,4,10,4,3,7,10,0,1,0.47,2,1,5,444,356,0.8,1,0,6,5,17,6,10,7,19,7,0,0.37,2,0,1,276,183,0.66,1,3,5,1,4,1,14,8,5,0.63,1,0,5,462,375,0.81
0,1,4,2,8,2,6,2,7,2,1,0.37,1,0,3,334,228,0.68,1,4,10,6,18,2,12,6,16,7,2,0.66,2,0,1,527,431,0.82,1,1,4,4,11,3,3,8,15,6,2,0.48,1,0,4,382,271,0.71,5,8,20,7,14,6,8,8,3,0.52,3,0,3,412,315,0.76
2,1,5,3,9,1,7,2,21,3,2,0.64,1,0,2,556,452,0.81,3,0,4,6,13,3,7,6,8,6,0,0.44,2,0,4,410,301,0.73,1,3,6,3,9,0,9,0,13,6,3,0.4,2,0,3,350,276,0.79,5,4,10,1,8,2,19,3,2,0.6,1,1,3,538,455,0.85
2,0,3,6,11,2,9,2,9,2,3,0.52,1,0,2,402,313,0.78,3,2,5,4,13,4,9,4,16,9,0,0.69,4,0,1,597,477,0.8,0,1,1,5,10,4,8,2,10,3,2,0.44,2,0,7,451,344,0.76,8,10,22,4,15,7,10,6,3,0.56,1,0,1,569,460,0.81
3,0,4,3,15,8,13,2,13,9,2,0.56,3,0,1,492,391,0.79,4,1,9,4,15,2,10,5,11,10,5,0.6,1,0,4,605,517,0.85,1,2,2,6,9,1,6,3,12,5,1,0.37,1,0,2,370,274,0.74,4,1,6,1,5,1,13,1,1,0.63,2,0,1,642,552,0.86
5,1,10,3,19,6,11,8,7,3,1,0.38,1,1,4,351,284,0.81,0,1,2,8,11,1,7,4,24,3,1,0.49,5,1,1,356,250,0.7,2,1,2,8,11,1,10,1,0,7,1,0.49,1,0,3,431,310,0.72,5,7,13,1,10,3,0,2,1,0.51,2,0,1,473,356,0.75
3,0,2,6,10,2,8,2,11,11,1,0.55,0,0,5,446,351,0.79,1,0,1,11,13,1,8,5,15,2,0,0.48,2,0,5,415,323,0.78,3,0,2,6,10,2,8,2,11,11,1,0.55,0,0,5,446,351,0.79,8,4,15,3,10,5,7,4,1,0.45,0,0,3,382,301,0.79
4,2,6,3,12,3,10,2,13,2,1,0.37,3,0,3,305,224,0.73,1,3,9,4,15,2,8,7,9,7,4,0.52,2,0,1,525,468,0.89,1,2,4,5,12,3,8,4,9,6,1,0.4,1,0,2,392,282,0.72,4,6,15,5,12,3,13,6,5,0.6,1,0,3,598,499,0.83
4,0,2,0,5,3,2,3,6,4,0,0.41,1,0,4,414,338,0.82,1,1,8,7,17,2,13,4,16,8,4,0.68,3,0,1,611,540,0.88,1,0,1,4,7,2,4,3,0,3,0,0.34,1,0,3,294,225,0.77,4,7,13,2,9,4,0,14,4,0.66,0,0,1,581,497,0.86
4,2,7,3,10,0,7,3,9,3,0,0.42,1,0,4,462,373,0.81,0,1,3,5,10,2,6,4,13,6,3,0.63,1,0,3,599,489,0.82,4,3,6,6,15,3,10,5,12,2,1,0.41,2,0,0,432,323,0.75,4,3,13,6,8,5,15,6,2,0.59,4,0,3,621,519,0.84
2,1,11,8,27,8,13,14,24,10,2,0.53,5,1,2,538,484,0.9,0,4,4,4,12,4,8,4,16,5,2,0.55,4,0,2,503,428,0.85,4,1,6,9,17,2,11,6,7,5,0,0.61,0,0,1,648,561,0.87,2,3,6,1,2,4,9,0,2,0.39,3,0,2,409,327,0.8
2,2,7,7,17,3,10,7,10,7,2,0.64,1,0,1,634,582,0.92,4,2,5,4,10,1,9,1,12,5,3,0.43,1,0,4,373,298,0.8,2,0,9,8,20,3,15,5,10,9,4,0.69,5,0,3,770,713,0.93,3,2,6,1,4,2,8,6,0,0.31,3,0,7,337,273,0.81
1,2,3,1,6,2,3,3,15,3,2,0.54,3,0,4,450,377,0.84,0,1,2,4,8,2,3,5,16,3,1,0.49,5,0,5,410,319,0.78,0,1,4,6,16,6,6,10,13,6,3,0.45,5,0,4,356,263,0.74,4,3,8,1,8,0,18,9,4,0.55,5,0,3,434,342,0.79
2,1,5,6,17,6,11,6,9,5,0,0.7,1,0,1,673,609,0.9,0,0,1,10,14,3,9,5,10,3,0,0.48,4,1,2,431,328,0.76,6,0,11,6,19,2,16,3,10,9,3,0.58,1,0,1,506,419,0.83,1,2,5,2,2,3,9,1,1,0.42,5,1,3,367,278,0.76
1,2,2,4,7,1,3,4,12,3,1,0.39,1,0,3,391,322,0.82,1,0,2,4,7,1,3,4,17,1,2,0.46,3,0,4,369,286,0.78,0,1,2,5,14,7,8,6,14,11,4,0.58,4,0,4,471,362,0.77,5,8,17,4,8,9,16,4,0,0.42,4,0,2,347,256,0.74
0,1,5,5,14,4,8,6,15,5,2,0.54,2,0,2,482,389,0.81,0,4,3,4,10,3,2,8,9,0,4,0.3,2,0,5,308,251,0.81,3,1,8,8,19,3,14,5,18,7,0,0.56,2,0,4,504,422,0.84,5,2,9,2,7,2,9,3,1,0.44,2,1,5,403,323,0.8
4,2,9,11,25,5,21,4,10,10,2,0.57,2,0,3,473,384,0.81,2,1,4,5,12,3,8,4,10,5,1,0.49,2,0,1,419,318,0.76,4,0,10,7,20,3,15,5,9,6,4,0.53,0,0,1,480,398,0.83,1,1,6,4,3,3,10,1,0,0.47,1,0,6,429,331,0.77
0,3,0,4,7,3,1,6,22,4,1,0.31,1,0,3,271,229,0.85,4,1,8,3,13,2,7,6,14,6,1,0.41,1,0,2,308,227,0.74,0,0,4,4,14,6,6,8,12,6,2,0.54,3,0,0,510,428,0.84,0,2,5,3,4,1,9,1,1,0.46,1,1,4,439,347,0.79
2,1,4,3,8,1,5,3,13,2,0,0.36,3,0,4,327,223,0.68,1,5,7,3,15,5,11,4,22,8,2,0.57,2,0,3,523,449,0.86,0,2,4,9,15,2,10,5,10,2,0,0.45,1,0,5,423,307,0.73,6,8,15,1,12,3,10,4,4,0.55,4,0,4,492,373,0.76
1,3,2,2,6,2,1,5,9,5,0,0.48,1,0,6,483,415,0.86,3,2,6,6,17,5,14,3,12,5,4,0.62,1,0,5,620,542,0.87,0,1,2,4,6,0,5,1,9,4,4,0.38,2,0,7,444,352,0.79,8,7,19,4,15,4,12,7,2,0.62,1,0,1,728,650,0.89
2,1,6,9,17,2,8,9,23,10,4,0.43,5,1,2,375,293,0.78,3,2,5,7,14,2,8,6,14,4,2,0.47,2,0,2,379,281,0.74,1,1,6,9,21,6,17,4,18,7,1,0.67,1,0,1,576,485,0.84,2,3,8,3,3,5,11,1,1,0.33,4,0,6,287,195,0.68
2,2,4,7,15,4,12,3,15,3,0,0.5,3,0,7,531,454,0.85,1,2,2,5,13,6,7,6,18,8,5,0.57,3,0,6,496,418,0.84,0,0,0,5,9,4,6,3,13,4,0,0.45,2,0,4,423,342,0.81,4,2,10,4,7,3,11,8,2,0.55,1,0,0,512,427,0.83
0,3,6,1,9,2,7,2,10,8,0,0.69,1,0,0,607,545,0.9,1,2,5,7,15,3,8,7,10,3,2,0.51,4,0,1,466,356,0.76,1,1,6,8,22,8,15,7,10,15,1,0.78,1,0,3,689,614,0.89,4,1,5,0,2,3,12,2,6,0.22,5,1,5,207,144,0.7
3,2,3,4,10,3,5,5,20,1,1,0.53,1,0,2,432,336,0.78,2,1,4,8,16,4,8,8,15,4,2,0.57,3,0,4,501,415,0.83,3,2,4,6,13,3,10,3,12,5,2,0.32,0,0,3,263,184,0.7,5,11,26,10,12,14,8,8,2,0.68,1,0,1,559,480,0.86
1,2,6,5,15,4,11,4,20,7,5,0.46,4,0,2,357,305,0.85,2,1,3,4,8,1,3,5,11,2,0,0.47,3,2,9,474,409,0.86,2,1,6,10,19,3,11,8,14,8,1,0.51,0,0,6,361,284,0.79,8,12,22,2,15,7,17,9,1,0.49,2,0,5,356,268,0.75
0,1,4,2,7,1,3,4,9,0,3,0.67,2,0,4,578,491,0.85,2,0,2,7,11,2,4,7,17,1,1,0.48,2,0,1,326,193,0.59,1,3,4,3,10,3,9,1,17,2,1,0.52,2,0,0,438,336,0.77,1,7,10,2,9,1,18,6,5,0.48,2,0,1,386,281,0.73
1,1,3,3,13,7,6,7,10,5,3,0.56,1,0,1,479,374,0.78,5,0,2,3,5,0,3,2,8,1,0,0.29,1,0,2,327,248,0.76,3,0,4,7,11,0,6,5,14,3,7,0.59,1,0,3,533,409,0.77,3,4,8,1,7,1,18,5,0,0.41,0,0,1,358,232,0.65
2,1,2,6,11,3,6,5,15,3,0,0.51,4,0,2,434,333,0.77,2,2,3,4,9,2,4,5,20,4,1,0.36,2,0,5,348,291,0.84,0,1,2,5,11,4,5,6,12,5,1,0.52,5,1,4,475,398,0.84,5,7,13,1,6,7,10,4,0,0.48,1,0,2,438,357,0.82
1,2,5,7,15,3,8,7,10,3,2,0.51,4,0,1,466,356,0.76,0,3,0,4,7,3,1,6,22,4,1,0.31,1,0,3,271,229,0.85,3,1,5,5,13,3,5,8,8,4,0,0.55,0,0,4,608,536,0.88,5,7,18,6,8,10,11,2,3,0.45,0,0,3,496,423,0.85
2,1,4,5,12,3,8,4,10,5,1,0.49,2,0,1,419,318,0.76,0,1,5,5,14,4,8,6,15,5,2,0.54,2,0,2,482,389,0.81,0,2,1,6,7,0,5,2,8,6,1,0.56,2,0,4,535,443,0.83,5,8,15,2,10,5,13,4,1,0.44,0,0,1,423,337,0.8
2,2,3,6,11,2,7,4,15,2,3,0.4,4,0,0,330,210,0.64,2,1,6,5,12,1,4,8,16,8,3,0.55,1,0,3,459,371,0.81,1,1,1,4,6,1,4,2,20,1,1,0.36,4,0,5,275,181,0.66,5,11,22,6,10,12,11,8,2,0.64,3,0,0,493,405,0.82
0,1,1,1,3,1,1,2,17,2,3,0.52,4,0,1,469,382,0.81,4,0,6,9,16,1,11,5,12,10,1,0.54,2,0,4,498,408,0.82,0,2,5,3,10,2,8,2,15,3,4,0.39,2,0,5,339,250,0.74,5,11,21,5,14,7,15,7,4,0.61,4,0,3,522,434,0.83
2,0,1,2,5,2,3,2,22,3,3,0.52,3,0,0,344,203,0.59,1,2,7,7,16,2,3,13,12,3,1,0.45,0,0,1,456,390,0.86,3,2,2,4,9,3,5,4,0,3,0,0.51,3,0,6,386,285,0.74,9,9,20,2,12,8,0,5,4,0.49,2,0,0,384,287,0.75
3,1,7,6,15,2,11,4,17,4,0,0.6,1,0,2,541,443,0.82,1,5,4,3,8,1,7,1,14,0,3,0.43,2,0,3,407,325,0.8,1,5,7,3,15,5,11,4,22,8,2,0.57,2,0,3,523,449,0.86,4,3,8,1,7,1,14,0,3,0.43,2,0,3,407,325,0.8
0,1,2,4,8,2,3,5,16,3,1,0.49,5,0,5,410,319,0.78,3,2,3,4,10,3,5,5,20,1,1,0.53,1,0,2,432,336,0.78,1,1,2,3,5,0,0,5,13,1,2,0.25,1,1,2,209,114,0.55,3,9,16,4,8,8,14,6,1,0.75,3,0,1,587,514,0.88
0,0,3,4,12,5,7,5,18,6,0,0.57,3,0,4,480,394,0.82,2,0,4,5,14,5,10,5,10,7,2,0.47,2,0,2,415,318,0.77,3,0,1,2,4,1,1,3,11,5,6,0.31,3,0,1,322,229,0.71,4,3,9,2,6,3,15,3,0,0.69,1,0,2,740,647,0.87
3,1,5,5,17,7,10,7,8,4,2,0.6,1,1,0,442,343,0.78,3,0,2,6,10,2,8,2,11,11,1,0.55,0,0,5,446,351,0.79,4,2,7,2,12,3,6,6,13,1,3,0.45,3,0,3,400,293,0.73,6,6,18,6,10,9,8,5,5,0.55,2,0,5,495,394,0.8
3,2,6,6,17,5,14,3,12,5,4,0.62,1,0,5,620,542,0.87,1,2,7,5,16,4,11,5,8,3,0,0.55,1,0,5,525,437,0.83,1,0,4,3,11,4,11,0,15,2,2,0.59,1,0,1,539,433,0.8,1,3,4,0,3,1,17,2,0,0.41,4,0,3,360,257,0.71
1,0,1,11,13,1,8,5,15,2,0,0.48,2,0,5,415,323,0.78,4,0,2,0,5,3,2,3,6,4,0,0.41,1,0,4,414,338,0.82,1,3,7,1,10,2,9,1,0,8,1,0.54,1,0,4,537,442,0.82,5,4,14,5,7,7,0,9,0,0.46,3,0,3,457,374,0.82
2,1,3,4,8,1,3,5,11,2,0,0.47,3,2,9,474,409,0.86,0,4,4,4,12,4,8,4,16,5,2,0.55,4,0,2,503,428,0.85,2,0,6,14,21,1,10,11,17,5,2,0.62,4,0,3,466,377,0.81,5,7,12,0,8,4,11,3,2,0.38,3,0,6,314,227,0.72
1,1,4,8,14,2,11,3,13,9,2,0.58,3,0,1,600,519,0.87,1,1,2,7,13,4,9,4,11,2,1,0.42,1,0,3,447,360,0.81,1,1,4,8,14,2,11,3,13,9,2,0.58,3,0,1,600,519,0.87,2,7,13,4,9,4,11,2,1,0.42,1,0,3,447,360,0.81
2,1,5,3,10,2,10,0,20,3,0,0.4,2,0,8,324,217,0.67,2,0,3,6,11,2,9,2,9,2,3,0.52,1,0,2,402,313,0.78,2,1,5,3,10,2,10,0,20,3,0,0.4,2,0,8,324,217,0.67,9,11,25,5,13,12,12,5,1,0.6,0,0,3,474,389,0.82
4,1,5,6,16,5,12,4,8,4,3,0.4,0,0,5,396,310,0.78,3,1,5,4,14,5,10,4,12,10,1,0.67,0,0,0,724,630,0.87,0,1,3,4,9,2,7,2,13,4,0,0.45,1,0,3,459,368,0.8,5,6,15,4,12,3,11,6,3,0.55,1,0,3,567,469,0.83
0,1,3,5,10,2,6,4,13,6,3,0.63,1,0,3,599,489,0.82,3,1,1,3,6,2,4,2,12,1,0,0.33,1,0,3,343,255,0.74,3,1,7,6,15,2,11,4,14,3,2,0.65,1,0,2,701,616,0.88,3,2,6,1,4,2,8,3,3,0.35,2,0,4,362,264,0.73
1,1,8,7,17,2,13,4,16,8,4,0.68,3,0,1,611,540,0.88,1,5,3,5,10,2,6,4,10,3,0,0.5,3,0,5,491,393,0.8,1,1,8,7,17,2,13,4,16,8,4,0.68,3,0,1,611,540,0.88,2,4,6,0,3,3,16,4,2,0.32,1,0,7,278,191,0.69
4,2,5,4,10,1,9,1,12,5,3,0.43,1,0,4,373,298,0.8,1,3,5,3,9,1,7,2,9,3,1,0.41,3,0,5,362,262,0.72,2,0,3,4,9,2,6,3,7,5,2,0.38,2,0,5,357,273,0.76,5,8,17,4,9,8,10,10,2,0.62,3,0,2,590,514,0.87
4,0,6,9,16,1,11,5,12,10,1,0.54,2,0,4,498,408,0.82,4,0,6,3,12,3,11,2,8,3,1,0.46,1,0,6,442,339,0.77,4,0,6,9,16,1,11,5,12,10,1,0.54,2,0,4,498,408,0.82,6,3,12,3,11,2,8,3,1,0.46,1,0,6,442,339,0.77
3,0,3,10,17,4,12,5,13,9,0,0.59,1,0,1,458,360,0.79,1,3,5,7,14,2,12,3,14,9,2,0.6,2,2,1,541,456,0.84,1,1,2,3,6,1,3,3,10,3,4,0.36,3,0,2,319,223,0.7,3,7,14,4,8,6,11,10,1,0.64,3,0,1,582,488,0.84
4,0,8,6,20,6,14,6,11,8,2,0.53,2,0,2,509,418,0.82,2,2,4,7,15,4,12,3,15,3,0,0.5,3,0,7,531,454,0.85,3,3,5,9,17,3,10,7,16,3,1,0.5,5,0,6,494,382,0.77,9,9,22,4,10,12,12,1,2,0.5,2,0,2,488,385,0.79
1,0,3,6,15,6,8,7,14,9,0,0.51,2,0,2,500,429,0.86,0,1,1,1,3,1,1,2,17,2,3,0.52,4,0,1,469,382,0.81,1,0,4,7,14,3,7,7,18,9,2,0.49,1,0,0,516,441,0.85,0,6,9,3,5,4,4,1,0,0.51,1,0,3,538,470,0.87
1,3,9,4,15,2,8,7,9,7,4,0.52,2,0,1,525,468,0.89,2,0,0,5,8,3,4,4,8,1,4,0.6,2,0,2,605,517,0.85,0,2,3,4,9,2,4,5,7,8,4,0.47,3,0,5,519,449,0.87,7,2,10,1,7,3,6,5,2,0.53,2,0,3,595,522,0.88
3,2,5,7,14,2,8,6,14,4,2,0.47,2,0,2,379,281,0.74,1,2,6,5,15,4,11,4,20,7,5,0.46,4,0,2,357,305,0.85,2,1,5,6,14,3,7,7,23,4,0,0.48,3,0,2,343,227,0.66,3,3,10,4,6,4,13,4,2,0.52,3,0,3,357,244,0.68
1,0,2,4,7,1,3,4,17,1,2,0.46,3,0,4,369,286,0.78,1,3,6,9,16,1,11,5,11,10,1,0.59,2,0,2,497,407,0.82,0,2,1,5,8,2,1,7,14,3,1,0.53,3,0,4,534,445,0.83,6,2,8,0,8,0,6,4,2,0.47,1,0,1,470,402,0.86
1,2,7,7,16,2,3,13,12,3,1,0.45,0,0,1,456,390,0.86,5,0,2,3,5,0,3,2,8,1,0,0.29,1,0,2,327,248,0.76,2,1,3,3,9,3,6,3,9,3,3,0.63,3,0,5,521,446,0.86,7,7,19,5,15,4,11,8,0,0.37,1,0,2,307,229,0.75
3,1,3,7,16,6,13,3,12,3,1,0.51,3,0,2,466,382,0.82,2,0,4,5,14,5,7,7,13,9,5,0.45,2,0,2,339,246,0.73,0,1,3,8,18,7,13,5,3,6,0,0.68,0,0,1,741,637,0.86,1,6,10,3,5,5,2,2,4,0.32,0,0,2,351,246,0.7
4,0,2,4,10,4,3,7,10,0,1,0.47,2,1,5,444,356,0.8,1,2,3,1,6,2,3,3,15,3,2,0.54,3,0,4,450,377,0.84,2,1,4,5,11,2,8,3,21,6,3,0.34,4,0,9,250,167,0.67,9,5,20,6,10,10,14,6,0,0.66,3,0,2,491,412,0.84
1,0,4,7,11,0,4,7,18,4,0,0.54,1,0,1,430,350,0.81,1,3,2,2,6,2,1,5,9,5,0,0.48,1,0,6,483,415,0.86,2,1,3,4,10,3,8,2,16,3,2,0.43,1,0,5,403,316,0.78,6,2,11,3,9,2,21,3,1,0.57,3,0,1,515,413,0.8
3,2,6,9,17,2,11,6,10,6,0,0.38,0,0,3,382,309,0.81,0,0,2,4,13,7,6,7,11,1,0,0.52,4,0,1,482,391,0.81,4,2,8,1,12,3,9,3,12,7,0,0.54,3,0,4,465,378,0.81,6,2,15,7,7,8,10,6,1,0.46,0,0,4,405,310,0.77
