score.fulltime.home (home 1),score.fulltime.away (home 1),Shots on Goal (home 1),Shots off Goal (home 1),Total Shots (home 1),Blocked Shots (home 1),Shots insidebox (home 1),Shots outsidebox (home 1),Fouls (home 1),Corner Kicks (home 1),Offsides (home 1),Ball Possession (home 1),Yellow Cards (home 1),Red Cards (home 1),Goalkeeper Saves (home 1),Total passes (home 1),Passes accurate (home 1),Passes % (home 1),score.fulltime.home (away 1),score.fulltime.away (away 1),Shots on Goal (away 1),Shots off Goal (away 1),Total Shots (away 1),Blocked Shots (away 1),Shots insidebox (away 1),Shots outsidebox (away 1),Fouls (away 1),Corner Kicks (away 1),Offsides (away 1),Ball Possession (away 1),Yellow Cards (away 1),Red Cards (away 1),Goalkeeper Saves (away 1),Total passes (away 1),Passes accurate (away 1),Passes % (away 1),score.fulltime.home (h2h 1),score.fulltime.away (h2h 1),Shots on Goal (h2h - home 1),Shots off Goal (h2h - home 1),Total Shots (h2h - home 1),Blocked Shots (h2h - home 1),Shots insidebox (h2h - home 1),Shots outsidebox (h2h - home 1),Fouls (h2h - home 1),Corner Kicks (h2h - home 1),Offsides (h2h - home 1),Ball Possession (h2h - home 1),Yellow Cards (h2h - home 1),Red Cards (h2h - home 1),Goalkeeper Saves (h2h - home 1),Total passes (h2h - home 1),Passes accurate (h2h - home 1),Passes % (h2h - home 1),Shots on Goal (h2h - away 1),Shots off Goal (h2h - away 1),Total Shots (h2h - away 1),Blocked Shots (h2h - away 1),Shots insidebox (h2h - away 1),Shots outsidebox (h2h - away 1),Fouls (h2h - away 1),Corner Kicks (h2h - away 1),Offsides (h2h - away 1),Ball Possession (h2h - away 1),Yellow Cards (h2h - away 1),Red Cards (h2h - away 1),Goalkeeper Saves (h2h - away 1),Total passes (h2h - away 1),Passes accurate (h2h - away 1),Passes % (h2h - away 1)
2,0,5,3,10,2,6,4,11,6,0,0.64,0,0,4,570,461,0.81,0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,1,1,3,9,15,3,12,4,9,7,2,0.59,2,0,3,554,439,0.79,4,1,5,0,3,2,11,2,0,0.41,1,0,3,389,271,0.7
2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,4,2,2,4,8,2,5,3,18,4,2,0.35,4,1,2,364,309,0.85,0,0,1,2,3,0,0,3,23,5,1,0.39,6,0,3,263,172,0.65,3,9,15,3,7,8,18,5,1,0.61,2,0,1,420,317,0.75
2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,0,2,2,6,9,1,2,7,11,13,2,0.71,1,1,0,583,502,0.86,1,1,2,4,11,5,4,7,17,3,2,0.31,4,0,4,246,145,0.59,5,6,18,7,12,6,14,9,1,0.69,5,0,1,511,413,0.81
0,1,5,6,12,1,8,4,17,1,0,0.62,3,1,2,500,383,0.77,3,0,6,6,13,1,6,7,11,6,1,0.42,1,0,3,365,299,0.82,0,2,1,4,6,1,4,2,15,5,0,0.57,1,0,4,507,415,0.82,6,12,22,4,10,12,12,11,1,0.43,0,0,1,378,289,0.76
1,1,3,5,11,3,5,6,4,4,0,0.46,1,0,4,462,386,0.84,1,0,1,7,12,4,7,5,11,4,1,0.77,0,0,4,724,655,0.9,0,1,6,7,21,8,7,14,13,4,3,0.63,2,0,0,560,491,0.88,1,4,5,0,1,4,7,1,6,0.37,4,1,6,343,257,0.75
0,0,0,3,4,1,3,1,11,3,1,0.49,2,0,5,472,363,0.77,0,0,4,3,8,1,6,2,11,4,1,0.43,3,0,5,322,229,0.71,2,0,5,3,11,3,6,5,8,4,0,0.52,2,0,4,431,351,0.81,4,7,12,1,5,7,16,4,1,0.48,4,0,3,379,294,0.78
0,2,4,3,8,1,7,1,0,5,5,0.55,0,0,2,522,440,0.84,0,0,10,6,24,8,13,11,0,11,1,0.46,1,0,3,335,247,0.74,0,2,6,7,22,9,16,6,0,5,3,0.61,1,0,2,556,481,0.87,4,2,8,2,4,4,0,4,1,0.39,3,0,6,359,256,0.71
1,0,2,6,9,1,5,4,8,0,4,0.24,2,0,9,198,117,0.59,2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,1,2,6,5,15,4,9,6,21,6,0,0.48,2,0,0,351,227,0.65,2,3,11,6,6,5,7,5,9,0.52,0,0,5,387,261,0.67
1,1,5,11,21,5,12,9,11,9,3,0.54,1,0,3,548,466,0.85,1,1,2,5,8,1,4,4,16,6,1,0.59,1,0,3,498,409,0.82,4,0,10,4,16,2,8,8,11,8,7,0.46,1,0,2,418,329,0.79,2,2,7,3,4,3,8,4,1,0.54,2,0,5,483,392,0.81
0,0,2,4,9,3,6,3,13,2,2,0.31,2,0,8,298,223,0.75,3,0,13,12,30,5,16,14,11,11,0,0.71,1,0,4,833,776,0.93,1,2,6,5,13,2,8,5,11,4,4,0.39,1,0,3,393,303,0.77,5,4,11,2,6,5,9,10,3,0.61,1,0,5,627,532,0.85
3,2,5,6,14,3,10,4,11,3,3,0.6,3,1,5,553,469,0.85,0,0,5,5,15,5,10,5,17,4,4,0.51,0,0,0,461,365,0.79,0,0,3,7,13,3,9,4,13,11,2,0.57,2,0,0,472,347,0.74,0,3,7,4,1,6,17,1,1,0.43,1,0,3,365,234,0.64
0,4,7,1,11,3,8,3,13,7,1,0.38,1,0,2,358,280,0.78,3,3,5,4,15,6,8,7,12,7,1,0.43,1,0,6,348,268,0.77,3,1,8,3,18,7,13,5,13,7,1,0.58,1,0,2,500,431,0.86,3,8,14,3,11,3,17,6,2,0.42,2,0,5,331,252,0.76
2,0,2,3,6,1,4,2,7,4,4,0.26,0,0,4,266,165,0.62,1,1,1,0,3,2,2,1,19,1,2,0.35,3,1,4,307,205,0.67,2,1,5,10,18,3,13,5,15,8,0,0.5,2,0,2,351,250,0.71,3,3,12,6,3,9,15,2,3,0.5,2,0,3,350,243,0.69
0,2,6,9,17,2,9,8,13,4,3,0.54,0,0,1,476,399,0.84,2,1,5,4,13,4,7,6,14,7,5,0.53,0,0,3,451,379,0.84,0,2,1,3,5,1,3,2,22,7,1,0.39,0,0,3,310,233,0.75,5,5,11,1,6,5,12,8,1,0.61,2,0,1,494,418,0.85
2,2,7,4,12,1,6,6,17,2,0,0.42,6,0,5,361,251,0.7,2,0,1,4,6,1,5,1,11,2,0,0.36,3,1,6,358,304,0.85,2,1,6,7,18,5,9,9,5,7,4,0.66,0,0,2,586,513,0.88,3,2,6,1,5,1,21,2,0,0.34,2,0,4,297,215,0.72
2,1,5,4,13,4,8,5,0,5,3,0.53,3,0,6,557,496,0.89,2,1,7,3,13,3,10,3,0,5,6,0.47,1,0,3,492,431,0.88,2,1,5,4,13,4,8,5,0,5,3,0.53,3,0,6,557,496,0.89,7,3,13,3,10,3,0,5,6,0.47,1,0,3,492,431,0.88
1,2,3,9,15,3,9,6,12,9,0,0.53,4,0,1,425,329,0.77,1,1,4,3,14,7,8,6,8,4,1,0.44,0,0,0,407,322,0.79,3,0,6,3,11,2,8,3,8,4,8,0.38,1,0,1,347,257,0.74,1,5,7,1,4,3,11,2,0,0.62,2,0,4,577,473,0.82
0,5,3,4,15,8,7,8,6,7,1,0.5,4,1,2,539,477,0.88,0,0,4,8,14,2,8,6,13,3,4,0.66,4,0,4,556,472,0.85,1,1,3,9,14,2,6,8,16,3,2,0.63,4,1,4,537,456,0.85,5,6,12,1,6,6,14,9,2,0.37,1,0,2,294,216,0.73
2,0,7,5,15,3,8,7,19,6,3,0.45,1,0,1,444,392,0.88,0,0,8,9,21,4,11,10,11,20,0,0.69,2,0,2,666,586,0.88,3,1,9,6,17,2,9,8,15,7,3,0.51,3,0,3,540,460,0.85,4,4,14,6,4,10,11,4,0,0.49,5,1,6,516,429,0.83
0,5,7,1,8,0,7,1,13,1,2,0.5,4,0,3,557,492,0.88,2,1,3,4,9,2,7,2,17,1,4,0.48,3,0,7,402,300,0.75,1,0,3,3,6,0,5,1,15,9,2,0.52,1,0,6,477,364,0.76,6,3,10,1,5,5,17,2,1,0.48,3,0,2,451,343,0.76
2,2,2,5,8,1,5,3,11,4,1,0.32,2,0,0,327,271,0.83,2,4,8,4,16,4,7,9,7,9,1,0.74,2,0,1,822,759,0.92,0,1,2,8,11,1,8,3,8,8,2,0.43,3,0,2,443,374,0.84,3,5,12,4,9,3,15,1,4,0.57,3,0,2,596,523,0.88
1,1,4,9,18,5,10,8,17,7,4,0.41,2,0,1,321,232,0.72,2,1,3,1,9,5,4,5,11,5,2,0.34,2,0,11,284,237,0.83,3,1,8,7,18,3,15,3,13,8,0,0.49,2,0,2,439,352,0.8,3,5,13,5,8,5,10,2,1,0.51,3,0,5,448,371,0.83
2,1,9,4,17,4,13,4,10,11,2,0.52,1,0,2,428,327,0.76,3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,2,2,8,9,19,2,10,9,8,9,2,0.65,1,0,4,500,395,0.79,5,3,10,2,8,3,13,4,2,0.35,2,0,6,283,188,0.66
0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,0,1,5,6,12,1,8,4,17,1,0,0.62,3,1,2,500,383,0.77,1,1,4,5,13,4,10,3,15,2,1,0.42,3,1,6,310,206,0.66,8,1,12,3,8,4,14,6,2,0.58,2,0,3,427,308,0.72
1,1,1,2,4,1,3,1,12,5,2,0.56,1,0,3,515,443,0.86,2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,3,0,11,11,27,5,15,12,16,10,3,0.61,0,0,1,564,483,0.86,1,4,6,1,3,3,6,6,1,0.39,1,0,7,357,277,0.78
3,3,5,4,15,6,8,7,12,7,1,0.43,1,0,6,348,268,0.77,2,2,7,4,12,1,6,6,17,2,0,0.42,6,0,5,361,251,0.7,1,2,2,5,13,6,10,3,15,7,1,0.45,2,0,5,358,272,0.76,7,4,19,8,14,5,12,7,0,0.55,1,0,1,440,367,0.83
3,1,2,3,8,3,4,4,8,3,0,0.45,3,0,6,408,305,0.75,2,1,5,8,16,3,9,7,20,5,4,0.62,1,0,0,525,448,0.85,3,1,4,12,22,6,7,15,0,9,1,0.54,1,0,6,468,383,0.82,8,5,14,1,10,4,0,5,6,0.46,1,0,3,404,324,0.8
1,1,5,7,14,2,9,5,11,2,3,0.48,2,0,5,445,356,0.8,0,5,3,4,15,8,7,8,6,7,1,0.5,4,1,2,539,477,0.88,4,3,6,5,12,1,8,4,18,2,1,0.32,2,0,2,312,245,0.79,5,5,14,4,8,6,12,5,1,0.68,4,0,2,666,587,0.88
2,2,8,11,28,9,12,16,0,4,1,0.7,0,0,0,642,529,0.82,0,0,3,4,12,5,9,3,0,7,0,0.54,2,0,9,397,296,0.75,0,1,3,1,8,4,4,4,0,5,2,0.53,4,0,1,478,378,0.79,1,4,7,2,4,3,0,3,3,0.47,2,0,2,412,301,0.73
0,0,4,9,16,3,6,10,13,4,2,0.38,2,0,4,379,282,0.74,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,1,3,1,5,10,4,8,2,19,2,3,0.49,3,0,3,360,276,0.77,6,5,14,3,11,3,19,6,2,0.51,2,0,0,376,292,0.78
3,1,4,1,9,4,6,3,5,7,4,0.52,2,0,3,400,301,0.75,1,2,3,9,15,3,9,6,12,9,0,0.53,4,0,1,425,329,0.77,4,0,2,5,9,2,6,3,11,6,2,0.55,1,0,5,430,332,0.77,9,9,24,6,15,9,14,10,2,0.45,3,0,2,337,251,0.74
2,2,5,6,19,8,12,7,18,3,1,0.49,3,0,1,406,277,0.68,2,0,2,3,6,1,4,2,7,4,4,0.26,0,0,4,266,165,0.62,4,0,1,3,5,1,3,2,19,3,2,0.48,2,1,1,387,311,0.8,5,9,14,0,7,7,9,3,3,0.52,0,0,1,423,340,0.8
2,0,6,8,18,4,15,3,4,9,0,0.74,1,0,2,783,671,0.86,4,0,3,4,9,2,8,1,12,3,3,0.39,0,0,1,381,282,0.74,5,1,3,3,8,2,6,2,7,0,3,0.61,2,1,5,592,504,0.85,11,2,17,4,12,5,14,3,2,0.39,1,0,2,391,300,0.77
1,1,4,3,14,7,8,6,8,4,1,0.44,0,0,0,407,322,0.79,1,2,3,4,10,3,7,3,10,3,6,0.45,5,0,2,498,412,0.83,2,0,7,6,15,2,13,2,15,8,0,0.45,3,0,4,352,254,0.72,5,3,14,6,5,9,18,8,1,0.55,4,0,5,429,339,0.79
1,0,3,8,15,4,9,6,0,5,0,0.57,0,0,4,397,296,0.75,2,1,5,6,11,0,6,5,12,5,1,0.43,2,0,4,370,300,0.81,2,0,2,4,11,5,7,4,0,4,1,0.48,2,1,2,479,400,0.84,2,9,16,5,7,9,0,6,1,0.52,2,0,0,514,425,0.83
1,0,5,3,12,4,9,3,0,8,3,0.43,0,0,3,296,190,0.64,0,3,5,5,16,6,10,6,0,8,2,0.41,3,0,2,386,278,0.72,1,0,4,3,9,2,3,6,0,2,3,0.53,1,0,2,456,347,0.76,3,5,12,4,3,9,0,3,2,0.47,3,0,4,426,327,0.77
2,1,5,4,13,4,7,6,14,7,5,0.53,0,0,3,451,379,0.84,2,1,9,4,17,4,13,4,10,11,2,0.52,1,0,2,428,327,0.76,0,2,4,7,16,5,11,5,15,8,4,0.6,3,0,3,446,330,0.74,5,3,9,1,7,2,22,3,2,0.4,6,0,4,297,185,0.62
3,0,3,3,8,2,5,3,17,4,0,0.58,5,1,4,509,437,0.86,2,0,7,1,11,3,7,4,18,6,2,0.36,2,0,5,305,207,0.68,1,2,4,5,11,2,9,2,10,4,1,0.51,1,0,2,494,386,0.78,3,5,12,4,4,8,16,5,2,0.49,0,0,2,473,377,0.8
1,0,9,13,26,4,13,13,10,12,0,0.76,0,0,1,593,521,0.88,0,0,2,4,9,3,6,3,13,2,2,0.31,2,0,8,298,223,0.75,2,2,9,6,16,1,10,6,10,9,3,0.55,1,0,4,616,555,0.9,5,5,13,3,4,9,15,2,2,0.45,1,0,7,490,431,0.88
4,0,5,4,13,4,7,6,12,1,1,0.61,1,0,3,632,552,0.87,0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,0,1,4,11,17,2,14,3,12,6,1,0.69,0,0,5,697,586,0.84,5,4,12,3,3,9,16,7,5,0.31,1,1,3,307,206,0.67
2,1,5,7,20,8,10,10,13,2,3,0.59,3,0,1,571,517,0.91,3,0,5,7,16,4,8,8,14,6,0,0.49,1,0,0,412,308,0.75,2,4,8,5,18,5,13,5,16,4,1,0.62,1,0,1,625,539,0.86,3,9,14,2,7,7,14,4,1,0.38,2,0,4,377,286,0.76
2,1,7,3,13,3,10,3,0,5,6,0.47,1,0,3,492,431,0.88,0,1,6,9,19,4,13,6,0,11,2,0.62,2,0,4,524,445,0.85,2,2,10,2,17,5,12,5,0,8,4,0.48,3,0,2,399,322,0.81,3,5,11,3,7,5,0,4,2,0.52,1,1,7,433,347,0.8
0,4,2,7,11,2,8,3,9,8,1,0.62,3,0,3,591,504,0.85,2,0,5,3,10,2,6,4,11,6,0,0.64,0,0,4,570,461,0.81,3,3,6,7,17,4,9,8,10,5,2,0.62,2,0,2,538,438,0.81,5,3,12,4,6,6,9,4,0,0.38,1,1,4,335,243,0.73
2,0,1,4,6,1,5,1,11,2,0,0.36,3,1,6,358,304,0.85,0,1,1,9,14,4,8,6,21,6,2,0.37,1,0,4,338,235,0.7,3,1,3,2,5,0,4,2,8,4,1,0.44,1,0,1,384,273,0.71,2,7,13,4,3,10,16,5,5,0.56,2,0,1,496,389,0.78
2,2,2,5,8,1,5,3,11,4,1,0.32,2,0,0,327,271,0.83,0,1,2,7,10,1,5,5,10,3,0,0.35,0,0,5,328,236,0.72,1,3,6,2,10,2,8,2,7,6,1,0.55,1,0,2,472,371,0.79,3,8,13,2,10,3,15,5,1,0.45,5,0,3,407,315,0.77
4,2,2,4,8,2,5,3,18,4,2,0.35,4,1,2,364,309,0.85,0,4,7,1,11,3,8,3,13,7,1,0.38,1,0,2,358,280,0.78,0,2,5,2,11,4,9,2,10,4,2,0.28,1,0,3,258,198,0.77,3,3,7,1,5,2,9,4,1,0.72,2,0,3,678,608,0.9
1,0,3,5,12,4,8,4,15,6,1,0.72,2,0,1,636,532,0.84,2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,1,2,6,4,12,2,9,3,17,9,0,0.59,3,0,0,456,338,0.74,1,4,8,3,4,4,14,3,1,0.41,1,0,4,331,219,0.66
3,1,6,6,19,7,13,6,9,4,1,0.54,2,0,6,541,457,0.84,2,1,1,6,10,3,6,4,18,1,1,0.38,4,1,3,312,228,0.73,0,1,4,2,8,2,5,3,11,3,0,0.4,5,0,1,413,330,0.8,1,5,12,6,8,4,8,3,1,0.6,4,0,3,620,541,0.87
3,0,13,12,30,5,16,14,11,11,0,0.71,1,0,4,833,776,0.93,2,0,7,5,15,3,8,7,19,6,3,0.45,1,0,1,444,392,0.88,2,3,5,4,10,1,5,6,7,2,1,0.43,2,1,2,422,355,0.84,4,7,13,2,7,7,15,8,2,0.57,5,0,4,534,473,0.89
2,1,4,3,9,2,3,6,9,9,1,0.3,0,0,7,348,255,0.73,2,1,6,8,14,0,7,7,15,3,0,0.74,4,0,3,613,540,0.88,4,1,7,3,11,1,8,3,15,4,1,0.39,3,0,5,351,255,0.73,6,6,14,2,8,6,8,6,0,0.61,1,0,3,534,451,0.84
1,1,2,3,6,1,5,1,16,11,2,0.59,3,0,4,520,445,0.86,0,1,5,6,12,1,8,4,17,1,0,0.62,3,1,2,500,383,0.77,0,2,4,7,11,0,5,6,12,3,5,0.6,1,0,2,584,510,0.87,2,8,15,5,10,5,13,9,1,0.4,3,0,2,375,296,0.79
3,2,5,6,14,3,10,4,11,3,3,0.6,3,1,5,553,469,0.85,1,1,4,9,18,5,10,8,17,7,4,0.41,2,0,1,321,232,0.72,3,1,6,3,13,4,9,4,13,1,0,0.5,3,0,2,522,442,0.85,3,5,12,4,8,4,6,7,2,0.5,1,0,3,516,420,0.81
1,0,1,7,12,4,7,5,11,4,1,0.77,0,0,4,724,655,0.9,1,0,2,6,9,1,5,4,8,0,4,0.24,2,0,9,198,117,0.59,3,3,6,3,12,3,7,5,11,4,2,0.45,4,1,3,357,284,0.8,6,6,15,3,8,7,19,4,4,0.55,3,0,3,433,357,0.82
0,0,4,3,8,1,6,2,11,4,1,0.43,3,0,5,322,229,0.71,1,1,3,5,11,3,5,6,4,4,0,0.46,1,0,4,462,386,0.84,1,2,7,2,12,3,6,6,15,7,1,0.45,1,0,2,430,350,0.81,4,4,9,1,5,4,12,1,1,0.55,1,0,5,522,445,0.85
1,1,2,5,8,1,4,4,16,6,1,0.59,1,0,3,498,409,0.82,0,0,0,3,4,1,3,1,11,3,1,0.49,2,0,5,472,363,0.77,0,0,3,9,13,1,6,7,22,3,2,0.54,3,0,1,525,397,0.76,1,12,14,1,10,4,17,7,5,0.46,1,0,3,454,337,0.74
2,1,3,1,9,5,4,5,11,5,2,0.34,2,0,11,284,237,0.83,2,0,1,7,11,3,4,7,12,3,0,0.55,3,0,5,544,491,0.9,1,3,5,4,11,2,5,6,16,1,2,0.41,2,0,5,316,233,0.74,6,4,17,7,10,8,14,8,1,0.59,3,0,4,447,370,0.83
0,0,10,6,24,8,13,11,0,11,1,0.46,1,0,3,335,247,0.74,2,1,5,4,13,4,8,5,0,5,3,0.53,3,0,6,557,496,0.89,1,2,3,3,6,0,4,2,0,3,2,0.29,2,0,8,279,189,0.68,8,9,27,10,18,9,0,16,2,0.71,1,0,1,669,596,0.89
2,0,3,2,8,3,4,4,7,5,1,0.44,1,0,4,353,254,0.72,0,0,4,6,14,4,9,5,14,4,1,0.62,3,0,4,615,515,0.84,8,0,2,3,9,4,5,4,7,4,2,0.33,1,0,4,349,258,0.74,12,5,18,1,13,5,11,3,0,0.67,0,0,2,730,642,0.88
0,0,4,8,14,2,8,6,13,3,4,0.66,4,0,4,556,472,0.85,0,1,9,8,23,6,11,12,15,5,2,0.51,2,0,1,470,374,0.8,0,0,4,12,19,3,13,6,19,7,2,0.6,3,0,2,491,386,0.79,2,4,8,2,5,3,18,2,2,0.4,2,0,4,324,229,0.71
3,0,6,6,13,1,6,7,11,6,1,0.42,1,0,3,365,299,0.82,2,2,2,5,10,3,6,4,6,3,1,0.68,2,1,0,701,645,0.92,3,2,5,3,11,3,6,5,12,4,2,0.47,2,0,8,480,420,0.88,11,3,16,2,10,6,16,3,2,0.53,3,0,3,543,489,0.9
2,1,5,3,11,3,9,2,12,7,2,0.57,1,0,3,474,389,0.82,0,2,4,3,8,1,7,1,0,5,5,0.55,0,0,2,522,440,0.84,3,0,5,3,9,1,2,7,0,6,3,0.63,3,0,2,632,548,0.87,5,5,12,2,9,3,0,3,2,0.37,1,0,5,389,313,0.8
2,2,3,3,7,1,3,4,7,1,4,0.51,3,0,4,431,297,0.69,1,2,4,3,10,3,9,1,11,3,0,0.55,5,0,2,619,517,0.84,0,2,2,2,8,4,1,7,13,2,2,0.36,0,0,4,413,338,0.82,6,2,12,4,8,4,8,6,3,0.64,0,0,2,731,642,0.88
0,0,5,6,20,9,12,8,20,9,2,0.57,1,0,4,435,342,0.79,0,0,8,9,21,4,11,10,11,20,0,0.69,2,0,2,666,586,0.88,1,0,1,4,9,4,3,6,17,3,4,0.44,4,0,3,431,368,0.85,4,14,22,4,14,8,15,10,0,0.56,1,0,1,562,488,0.87
2,1,2,5,9,2,6,3,10,3,0,0.41,4,0,3,389,319,0.82,0,0,4,2,6,0,1,5,14,1,0,0.34,2,1,3,295,191,0.65,0,4,1,5,8,2,5,3,12,2,3,0.48,2,1,3,433,330,0.76,7,3,11,1,6,5,10,6,2,0.52,1,0,1,452,360,0.8
1,2,4,9,16,3,13,3,14,7,1,0.66,2,0,3,499,415,0.83,1,1,5,11,21,5,12,9,11,9,3,0.54,1,0,3,548,466,0.85,0,1,2,4,9,3,5,4,13,3,0,0.54,2,0,5,489,401,0.82,6,6,16,4,12,4,14,6,1,0.46,3,0,2,403,335,0.83
2,6,7,7,19,5,12,7,12,4,2,0.46,3,0,5,448,389,0.87,7,1,9,4,19,6,13,6,3,10,1,0.76,0,0,1,797,714,0.9,2,1,9,2,14,3,8,6,7,4,4,0.29,2,0,4,276,201,0.73,5,5,16,6,12,4,8,8,4,0.71,0,0,7,687,597,0.87
2,4,8,4,16,4,7,9,7,9,1,0.74,2,0,1,822,759,0.92,2,1,4,7,16,5,6,10,15,3,1,0.63,0,0,7,552,453,0.82,9,0,12,10,26,4,18,8,11,8,1,0.67,1,0,0,618,563,0.91,0,2,2,0,0,2,7,1,3,0.33,0,0,3,291,220,0.76
2,1,3,4,9,2,7,2,17,1,4,0.48,3,0,7,402,300,0.75,0,2,6,9,17,2,9,8,13,4,3,0.54,0,0,1,476,399,0.84,1,2,5,2,11,4,9,2,16,5,2,0.4,5,0,3,318,219,0.69,4,9,15,2,8,7,8,7,2,0.6,3,0,3,480,371,0.77
2,2,3,6,12,3,6,6,17,4,4,0.45,2,0,4,407,314,0.77,2,4,8,4,16,4,7,9,7,9,1,0.74,2,0,1,822,759,0.92,4,4,5,4,11,2,7,4,21,2,0,0.29,3,0,6,328,252,0.77,10,3,15,2,11,4,10,6,0,0.71,2,0,1,795,716,0.9
2,1,5,8,16,3,9,7,20,5,4,0.62,1,0,0,525,448,0.85,2,1,5,4,13,4,7,6,14,7,5,0.53,0,0,3,451,379,0.84,0,4,10,1,11,0,8,3,18,4,2,0.47,3,0,5,442,337,0.76,5,4,11,2,7,4,15,7,0,0.53,2,0,6,506,393,0.78
0,0,4,6,14,4,9,5,14,4,1,0.62,3,0,4,615,515,0.84,0,0,4,9,16,3,6,10,13,4,2,0.38,2,0,4,379,282,0.74,0,0,4,6,14,4,9,5,14,4,1,0.62,3,0,4,615,515,0.84,4,9,16,3,6,10,13,4,2,0.38,2,0,4,379,282,0.74
1,2,3,9,15,3,9,6,12,9,0,0.53,4,0,1,425,329,0.77,0,6,11,10,25,4,21,4,7,7,5,0.64,0,0,1,712,628,0.88,1,4,5,7,13,1,11,2,12,1,4,0.38,1,0,4,350,271,0.77,8,15,24,1,15,9,10,6,1,0.62,3,0,4,571,503,0.88
2,2,3,3,7,1,3,4,7,1,4,0.51,3,0,4,431,297,0.69,4,0,5,4,13,4,7,6,12,1,1,0.61,1,0,3,632,552,0.87,2,2,3,7,11,1,4,7,13,1,0,0.38,1,0,3,333,244,0.73,4,11,24,9,17,7,14,10,2,0.62,2,0,1,512,436,0.85
2,3,3,5,8,0,6,2,11,5,2,0.44,3,0,4,419,333,0.79,1,1,4,3,14,7,8,6,8,4,1,0.44,0,0,0,407,322,0.79,2,3,4,7,12,1,6,6,13,1,2,0.32,3,0,1,263,168,0.64,3,4,10,3,6,4,11,6,3,0.68,5,0,2,544,452,0.83
4,0,3,4,9,2,8,1,12,3,3,0.39,0,0,1,381,282,0.74,2,1,8,5,17,4,14,3,12,8,3,0.47,3,1,1,421,347,0.82,3,0,10,3,14,1,12,2,14,3,2,0.35,2,0,4,283,191,0.67,4,6,14,4,7,7,6,7,5,0.65,0,0,7,522,416,0.8
1,2,3,4,10,3,7,3,10,3,6,0.45,5,0,2,498,412,0.83,3,1,4,1,9,4,6,3,5,7,4,0.52,2,0,3,400,301,0.75,4,2,13,8,23,2,18,5,15,2,1,0.5,3,0,2,443,360,0.81,4,5,12,3,8,4,16,3,0,0.5,2,0,9,427,350,0.82
1,2,4,3,10,3,9,1,11,3,0,0.55,5,0,2,619,517,0.84,2,0,3,2,8,3,4,4,7,5,1,0.44,1,0,4,353,254,0.72,0,4,7,3,18,8,13,5,10,5,1,0.63,0,0,0,650,560,0.86,0,7,9,2,3,6,9,3,2,0.37,1,0,3,389,295,0.76
0,0,6,5,13,2,7,6,7,6,2,0.61,1,0,1,445,300,0.67,1,1,1,2,4,1,3,1,12,5,2,0.56,1,0,3,515,443,0.86,1,1,2,8,13,3,8,5,9,4,2,0.39,4,0,6,335,226,0.67,8,10,21,3,16,5,15,9,1,0.61,2,0,1,526,430,0.82
2,1,3,8,14,3,8,6,9,7,2,0.47,1,0,5,382,326,0.85,2,2,5,6,19,8,12,7,18,3,1,0.49,3,0,1,406,277,0.68,0,0,5,5,13,3,7,6,9,8,3,0.41,1,0,3,298,200,0.67,3,8,16,5,12,4,14,5,1,0.59,4,0,5,443,354,0.8
2,2,2,2,4,0,3,1,0,4,1,0.3,0,0,6,270,171,0.63,1,2,8,7,20,5,7,13,0,6,2,0.58,2,0,2,477,364,0.76,1,1,4,3,11,4,6,5,0,3,2,0.35,3,0,2,286,192,0.67,3,2,9,4,4,5,0,6,1,0.65,2,0,3,559,458,0.82
0,1,8,2,13,3,9,4,0,3,2,0.52,0,0,3,464,339,0.73,2,0,1,4,6,1,5,2,0,2,1,0.39,3,0,1,389,264,0.68,1,2,4,6,13,3,7,6,0,5,1,0.43,2,0,4,381,275,0.72,5,7,15,3,9,6,0,5,4,0.57,1,0,2,493,405,0.82
0,3,5,5,16,6,10,6,0,8,2,0.41,3,0,2,386,278,0.72,0,0,10,6,24,8,13,11,0,11,1,0.46,1,0,3,335,247,0.74,1,2,5,3,10,2,7,3,0,4,1,0.31,3,0,2,242,157,0.65,3,3,10,4,7,3,0,8,1,0.69,1,1,3,553,468,0.85
2,1,5,6,11,0,6,5,12,5,1,0.43,2,0,4,370,300,0.81,2,1,7,3,13,3,10,3,0,5,6,0.47,1,0,3,492,431,0.88,2,2,4,6,16,6,9,7,0,5,5,0.58,2,0,2,535,438,0.82,4,2,11,5,7,4,0,4,0,0.42,3,0,2,401,301,0.75
